Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
24-05-2004,341652.8244,303779.3413,228042.7067,319654.053,247829.6911,105778.7654,252320.7713,695354.1956,73247.48244,102809.2387
25-05-2004,346845.9474,310523.2427,231987.8455,326238.9265,253083.6806,106931.754,256913.0093,703976.5876,74587.91137,104371.9392
26-05-2004,347609.0084,312572.6961,232266.2309,323563.7673,254323.7906,105990.7545,257067.1571,708552.4355,74669.95807,104925.1104
27-05-2004,350459.4023,314604.4186,234379.8536,320101.635,255468.2477,106499.5102,259894.8958,715496.2493,75162.7798,105250.3783
28-05-2004,350214.0807,313943.7494,234450.1676,321029.9298,256158.012,105860.5131,260128.8012,713707.5087,75343.17047,105271.4284
01-06-2004,350424.2092,315827.4118,235036.293,325684.8637,255696.9275,105796.9968,260597.0331,718988.9443,75207.55276,105134.5755
02-06-2004,353017.3483,316648.5631,236070.4527,325424.3158,255006.5458,106431.7788,261978.1974,722440.0912,75312.84334,105597.1676
03-06-2004,352134.805,314337.0286,232954.3227,322951.091,251104.9457,105580.3246,261113.6693,717888.7186,74604.90261,104731.2709
04-06-2004,353508.1307,315562.943,234305.4578,321336.3356,254017.7631,106034.3199,261662.008,720688.4846,74754.11241,105485.336
07-06-2004,356371.5466,321590.1952,238616.6782,326959.7215,260088.7876,107709.6622,265560.7719,725517.0975,75471.75189,107141.4558
08-06-2004,356763.5553,322973.0331,239308.6666,325096.051,261129.1427,107806.6009,267021.3562,725952.4077,74958.54398,107034.3143
09-06-2004,354337.5631,321422.7625,237920.6763,321942.6194,257107.7539,107795.8202,264511.3554,715280.9073,74351.37977,105921.1575
10-06-2004,354195.8281,323801.291,238848.5669,326482.0103,258470.425,108388.6972,265490.0474,714207.986,74946.19081,106207.1446
14-06-2004,352601.9468,318814.7511,236603.3904,324033.3952,254645.0627,106957.9664,262463.4609,710636.946,74578.95448,104985.7624
15-06-2004,353695.0129,324234.6018,238732.8209,328083.8126,258057.3066,107364.4067,264563.1686,711773.9652,75026.4282,105500.1927
16-06-2004,353659.6434,325207.3056,239019.3003,333759.6626,257334.7461,107074.5228,264377.9744,713838.1097,75319.03127,105711.193
17-06-2004,352916.9581,327223.5909,238875.8887,335995.8523,254684.1982,107128.0601,263664.1538,713552.5744,75688.09453,105806.3331
18-06-2004,352846.3747,328925.1536,240285.2565,337239.037,254989.8193,107727.9772,263295.024,713766.6402,75983.2781,105965.0426
21-06-2004,352916.944,326655.5701,239876.7715,336395.9394,253434.3814,106596.8335,262557.798,708913.027,76347.99783,105519.9894
22-06-2004,354293.3201,329203.4835,241627.872,338279.7567,256906.4324,105914.6137,261533.8225,706644.5053,76302.18903,105942.0694
23-06-2004,355710.4934,334371.9782,244309.9413,343996.6846,260785.7195,106189.9917,263390.7127,712156.3325,76882.08567,106567.1276
24-06-2004,354394.3645,332031.3743,243308.2706,341795.1058,259638.2624,105489.1378,262916.6094,711871.47,77035.84984,106567.1276
25-06-2004,351523.7702,331002.0771,244013.8646,338001.1801,261325.9111,105647.3715,262048.9846,703756.1352,76820.14946,106215.4561
28-06-2004,354406.2651,327758.2567,242964.6049,334959.1695,259052.3757,105900.9252,261603.5013,702911.6278,76943.0617,106151.7268
29-06-2004,355044.1964,329528.1513,245758.6979,336700.9572,261642.8994,106250.3982,259039.787,706918.2241,76365.98874,106130.4965
30-06-2004,356073.8245,330780.3583,246889.1879,338586.4825,262951.1139,106707.2749,260231.37,709957.9725,76885.27746,106661.149
01-07-2004,354542.7071,323966.2829,243605.5617,339399.0901,257744.6819,106099.0435,255755.3905,704846.2751,76247.12966,105818.5259
02-07-2004,354010.893,321698.5189,242143.9283,340179.708,255193.0095,105961.1147,254272.0092,704564.3366,76849.48198,105818.5259
06-07-2004,353550.6789,319060.5911,240618.4216,342356.8581,248175.2017,104975.6763,253127.7851,697870.9754,76864.85188,105151.8692
07-07-2004,352383.9616,318486.282,241580.8953,344376.7636,248845.2748,105259.1107,254241.5474,695707.5753,76903.2843,105299.0818
08-07-2004,351573.4785,314632.598,239744.8805,343102.5696,244689.5587,104080.2086,250910.9831,691672.4714,76687.95511,104319.8003
09-07-2004,352698.5137,318408.1892,241471.0436,344612.2209,246965.1716,104454.8974,251186.9852,690012.4575,76511.57281,104424.1201
12-07-2004,352804.3232,317261.9197,241302.0139,343543.923,245409.291,104945.8354,252166.6145,687183.4064,76595.73554,104988.0104
13-07-2004,352063.4341,317071.5625,241446.7951,342375.8736,244476.7357,104599.5141,254637.8473,690756.7601,76549.7781,105187.4876
14-07-2004,351535.339,317261.8055,240408.5739,345731.1572,240907.3754,104589.0542,253313.7305,692276.425,77185.14126,104903.4814
15-07-2004,348301.2139,317547.3411,240817.2684,346388.0464,240521.9236,103951.061,252832.4344,684107.5632,77432.13371,104630.7323
16-07-2004,347743.9319,315165.736,240576.4512,350129.0373,236577.364,103275.3791,250733.9252,677198.0768,77989.64507,104254.0617
19-07-2004,347987.3527,315039.6697,239012.7042,349813.9212,237003.2033,102965.5529,249781.1363,671983.6516,78325.00055,104441.719
20-07-2004,349135.7109,315512.2293,240016.5576,349079.3119,241909.1696,103851.0567,253427.9409,675679.5617,78685.29555,105068.3693
21-07-2004,344806.4281,312577.9655,235912.2745,342970.424,236635.5497,102854.0865,250412.1484,664868.6887,77324.03994,103828.5625
22-07-2004,342323.8218,311202.6225,235039.3991,343724.9589,239569.8305,103851.7712,249736.0356,667860.5978,76666.7856,103693.5854
23-07-2004,336264.6902,310113.4133,232900.5405,342315.6866,233963.8965,103966.0081,247863.0153,661449.1361,76344.7851,102967.7303
26-07-2004,334953.2579,309493.1865,232015.5185,339577.1611,233519.3651,104558.6144,245458.744,654900.7896,75940.15774,102772.0916
27-07-2004,335623.1644,314197.4829,235286.9373,342361.6938,236368.3013,106294.2874,249975.1849,664265.8709,76023.69191,103604.5456
28-07-2004,334951.9181,315642.7913,235804.5685,344997.8788,235706.4701,105752.1865,248950.2867,661143.8213,76662.29092,103604.5456
29-07-2004,333210.1681,315169.3271,237101.4937,347723.3621,239454.2029,105942.5404,250095.458,664383.426,77359.91777,104277.9751
30-07-2004,334809.5769,315389.9457,236911.8125,349774.9299,240555.6923,105603.5243,249745.3244,667838.2198,77715.77339,104163.2693
02-08-2004,337621.9774,318007.6822,238404.3569,349390.1775,241205.1926,107229.8186,250294.7641,667103.5978,78236.46907,104454.9265
03-08-2004,335359.9101,313237.567,237069.2925,353617.7986,236139.8836,106983.19,247191.109,665035.5766,78283.41095,103838.6424
04-08-2004,335292.8381,312329.178,237448.6034,345838.2071,236541.3214,106319.8942,246597.8503,662973.9664,78659.17133,103724.4199
05-08-2004,332107.5562,305364.2374,233079.5491,340546.8825,232591.0813,105309.8552,240876.7802,650642.6506,77841.11594,102147.8087
06-08-2004,328686.8483,299379.0983,228581.1138,333838.1089,226311.1221,103898.7032,237263.6285,639516.6613,78214.7533,100973.1089
09-08-2004,327963.7373,299738.3532,229358.2895,338445.0748,226175.3355,103587.0071,237927.9667,637022.5463,77980.10904,100912.5251
10-08-2004,330521.8544,306332.597,233326.188,337294.3616,230291.7266,104964.7143,241592.0573,646896.3958,78494.77776,102385.8479
11-08-2004,333066.8727,303912.5695,233279.5227,336215.0196,224327.1709,104639.3236,239562.6841,657505.4966,78738.11157,102457.518
12-08-2004,330735.4046,298472.5345,230083.5933,332247.6824,218943.3188,103613.8583,238077.3954,652837.2076,78564.88773,101422.6971
13-08-2004,330536.9634,297159.2553,230014.5682,336168.205,220366.4503,103903.9771,238839.2431,647288.0913,78352.76253,101463.2662
16-08-2004,333082.098,303785.9067,233993.8202,338353.2984,222856.5912,105410.5847,243639.9119,656932.6839,78909.06714,103015.6542
17-08-2004,333448.4883,304849.1574,234017.2196,331214.0438,224639.4439,105716.2754,246929.0507,658180.856,78719.68538,103479.2246
18-08-2004,336049.3865,308385.4076,236591.409,334956.7625,229738.7593,106731.1517,248953.8689,669830.6572,79617.0898,104710.6274
19-08-2004,334637.9791,305332.3921,235029.9057,336497.5636,228314.379,106571.055,248680.0196,667084.3515,79083.65529,104344.1402
20-08-2004,336277.7052,308202.5166,237427.2107,339088.5948,230209.3884,107476.9089,249674.7397,673421.6528,79344.63136,105210.1965
23-08-2004,335975.0552,306723.1445,236501.2446,335528.1646,231245.3306,107036.2536,247502.5695,671401.3878,79066.92515,104768.3137
24-08-2004,335504.6902,306907.1784,237258.0486,333984.735,230227.8512,106811.4775,248245.0772,672744.1906,79138.08538,105009.2808
25-08-2004,336175.6995,308656.5493,239559.4517,335988.6434,233243.836,107206.6799,249883.4947,679606.1814,79565.43104,105870.3569
26-08-2004,336444.6401,309150.3998,239846.923,337668.5866,231891.0218,107088.7526,249658.5996,678314.9296,79533.60487,106007.9884
27-08-2004,337117.5294,309768.7006,240734.3566,340201.101,233212.8006,107217.2591,249808.3947,683673.6176,79621.09183,106124.5972
30-08-2004,335398.23,307073.7129,238688.1146,338534.1156,229971.1427,106509.6252,247435.215,674307.289,79708.67503,105498.4621
31-08-2004,337444.1592,308394.1299,240120.2433,345000.1173,229672.1802,106829.154,246692.9093,678825.1478,80569.52872,106131.4528
01-09-2004,337646.6257,309195.9546,241272.8205,349899.1189,231142.0821,107181.6903,247432.9881,681744.096,80795.12341,105993.482
02-09-2004,341428.2679,315905.5068,244192.2216,353083.2009,233684.645,107953.3984,251985.755,688425.1881,81174.86049,107053.4168
03-09-2004,342247.6957,314547.1131,243728.2564,353436.2841,228590.3198,107564.7662,252464.528,687667.9204,80915.10093,106860.7206
07-09-2004,343890.4847,319800.0499,245580.5911,353789.7204,229870.4256,108511.3361,253449.1396,690831.1928,81392.50003,108089.6189
08-09-2004,338285.0698,316729.9694,243910.6431,353400.5517,229410.6847,108457.0805,251168.0974,689587.6967,80725.08153,107646.4515
09-09-2004,339063.1254,315811.4525,244227.7269,358489.5196,233379.4895,108370.3148,250163.425,687312.0573,81072.19938,107711.0393
10-09-2004,338757.9686,314769.2747,244325.418,356374.4315,237930.3896,109096.3959,252765.1246,687105.8637,81161.3788,108174.1968
13-09-2004,338724.0928,316815.275,244862.9339,359047.2397,239667.2814,109390.9562,253750.9086,691022.3671,80771.80418,108217.4665
14-09-2004,339469.2858,315072.791,244544.6121,360052.572,240410.25,109762.8854,254207.6602,694477.4789,80626.41493,108379.7927
15-09-2004,335870.9114,312016.5849,243126.2534,359008.4195,237212.7937,108533.5411,253089.1465,691630.1213,80602.22701,107902.9216
16-09-2004,334728.9503,312640.6181,244244.6341,359905.9406,237734.6618,109499.4896,254101.5031,691699.2843,81271.22549,108474.8071
17-09-2004,335933.9745,314516.4618,245319.3105,365556.4638,238756.9209,109806.0882,253466.2493,693981.8919,81474.40355,108745.9941
20-09-2004,332339.481,313195.4927,242792.5216,365958.5759,239664.1972,108949.6007,252553.7708,688360.6386,81205.53802,107984.7721
21-09-2004,331475.3983,316014.2521,243593.737,375912.6492,241150.1152,109211.0798,254296.3919,691802.4418,81505.99851,108794.6579
22-09-2004,327994.9066,311842.864,240694.9715,372491.8441,236761.1831,108381.0756,250736.2424,681632.9459,81245.17932,107151.8586
23-09-2004,327896.5082,309161.0154,239491.4966,367686.6993,237258.3816,108532.8091,251714.1137,677747.6381,80717.08565,106412.5108
24-09-2004,327371.8738,310985.0653,240162.0728,371032.6483,235407.7662,108912.6739,252796.4844,678289.8362,80773.58761,106827.5196
27-09-2004,325342.1681,308621.5788,238384.8735,371700.507,233077.2293,107779.9821,250774.1125,672727.8596,80886.67064,106133.1407
28-09-2004,328172.645,310102.9624,241364.6844,377052.9943,233613.3069,107488.9761,251626.7445,678446.0464,81509.498,106780.5529
29-09-2004,329091.5284,311188.3228,243005.9643,373282.4644,236837.1706,108058.6677,253463.6198,681634.7428,81338.32805,107132.9287
30-09-2004,330605.3494,315482.7216,244731.3066,375447.5027,237666.1007,108253.1733,253210.1561,669365.3174,81671.8152,107315.0547
01-10-2004,335333.0059,319457.8039,247814.9211,379727.6042,244439.5846,110104.3026,255159.8743,676460.5898,82406.86154,108710.1504
04-10-2004,335768.9389,319905.0449,247914.047,379613.6859,246248.4375,111535.6585,256843.9295,681195.8139,82555.19389,108851.4736
05-10-2004,335164.5548,318145.5671,246773.6424,384207.0115,246987.1828,112204.8725,256150.4509,676768.0411,82786.34843,108459.6083
06-10-2004,336505.213,318209.1962,249093.3147,391007.4757,249234.7662,113304.4802,257405.5881,674805.4138,83357.57423,109262.2094
07-10-2004,332601.7525,312735.9981,246004.5576,387683.9121,246418.4133,112534.0097,256041.3385,657192.9925,82765.73546,108573.8574
08-10-2004,331105.0446,310015.1949,243692.1147,387994.0592,241933.5982,111667.4979,253813.7788,650423.9047,83071.96868,108063.5603
11-10-2004,331866.5862,311100.2481,243448.4226,385782.4931,242901.3326,111969.0001,254625.9829,654391.4905,83022.1255,108376.9446
12-10-2004,330174.0666,309855.8471,242255.5253,381808.9334,241735.4062,112360.8916,253836.6424,653737.099,83420.6317,108376.9446
13-10-2004,328622.2485,305951.6634,239203.1057,372950.9662,241928.7945,111990.1007,253100.5161,647134.3543,82336.16349,107509.9291
14-10-2004,327636.3818,298211.0863,238031.0105,375971.869,239920.7855,111004.5878,250999.7818,642216.1332,82336.16349,105725.2643
15-10-2004,329438.3819,300298.5639,239959.0617,377438.1593,240496.5954,111537.4098,252756.7803,642922.571,83036.02088,106201.0279
18-10-2004,330887.9108,300238.5042,239119.205,373663.7777,243454.7035,111872.022,255815.1374,650830.5186,82604.23357,106689.5527
19-10-2004,329994.5134,296545.5706,236632.3652,371832.8252,243357.3216,110999.4203,253947.6869,643801.549,82108.60817,105025.1957
20-10-2004,329994.5134,296426.9524,237649.8844,378934.8321,244111.7293,110644.2221,253566.7653,644123.4498,82617.68154,104741.6276
21-10-2004,331479.4887,296397.3097,239218.3736,380564.2519,247700.1717,110644.2221,254149.9689,639485.7609,82675.51391,104940.6367
22-10-2004,328893.9487,294470.7272,237519.9232,380564.2519,242176.4579,109095.203,252269.2591,631747.9832,83097.15903,104122.0997
25-10-2004,328137.4926,294087.9152,237353.6592,381477.6061,242176.4579,108877.0126,251588.1321,626820.3489,84235.59011,104330.3439
26-10-2004,332009.515,298822.7307,240225.6385,385521.2687,242927.2049,109933.1196,254909.0955,636473.3823,85221.14652,106583.8794
27-10-2004,337222.0644,305157.7725,241450.7893,379005.9593,249048.9705,110977.4843,260236.6956,653530.869,84948.43885,107894.8611
28-10-2004,339076.7858,306805.6245,240484.9861,373017.6651,249621.7831,111632.2514,261329.6897,652877.3381,84702.08838,108380.388
29-10-2004,340060.1084,305946.5688,241206.4411,377829.593,249796.5184,111889.0056,260963.8281,653138.489,85134.06903,108499.6064
01-11-2004,339822.0664,309985.0635,241881.8191,375562.6155,250870.6434,112358.9394,261955.4907,646737.7318,85525.68574,108608.106
02-11-2004,340569.6749,310357.0455,241398.0555,370905.639,252049.7354,112651.0727,262977.1171,641693.1775,84242.80046,108890.4871
03-11-2004,344418.1122,312995.0804,245139.7253,378546.2952,253133.5493,113079.1467,264896.85,660173.941,85969.77787,109881.3905
04-11-2004,352959.6814,319317.5811,249846.408,384678.7452,255639.5714,114628.331,271572.2506,660504.028,87654.78551,111716.4097
05-11-2004,353453.825,322351.0981,251745.2408,386409.7995,257965.8915,114731.4965,274206.5015,664401.0018,87190.21515,111839.2978
08-11-2004,352746.9173,322093.2172,251392.7974,380690.9345,258456.0267,114547.9261,273850.033,662939.3196,87756.95155,111761.0103
09-11-2004,352852.7414,324412.2884,252197.2544,377226.647,258559.4091,114811.3864,273548.798,662408.9681,87835.93281,111984.5323
10-11-2004,353699.588,323601.2576,253004.2856,380357.6282,256232.3745,114662.1316,274451.509,661216.632,87994.03748,112163.7075
11-11-2004,355149.7563,328196.3955,255635.5301,380167.4494,260024.6136,115522.0976,277113.6887,664125.9852,88812.38203,113218.0464
12-11-2004,356925.5051,330362.4917,257399.4153,387808.8151,263508.9434,116792.8406,279580.0005,665520.6497,89869.24938,113976.6073
15-11-2004,356211.6541,330362.4917,256678.6969,379897.5153,265300.8042,116594.2928,281648.8925,667317.5555,89249.15156,114170.3675
16-11-2004,354466.217,327124.9393,255420.9713,379175.71,263257.988,116256.1694,277762.1378,663180.1866,89115.27783,113439.6772
17-11-2004,358046.3258,329480.2389,257464.3391,384597.9226,266864.6225,116686.3172,277984.3475,664174.9569,88634.05533,113961.4997
18-11-2004,359084.6601,329710.875,258339.7179,386213.2339,267745.2757,116744.6603,277289.3866,661053.3346,88793.59663,113950.1036
19-11-2004,354847.4611,324567.3854,255472.147,390461.5795,263006.1844,115822.3775,273656.8957,652856.2733,88536.0952,112594.0973
22-11-2004,356905.5764,326547.2464,257464.8297,396474.6878,264347.5159,116308.8315,275216.74,653574.4152,89793.30775,113269.6619
23-11-2004,356370.218,326449.2823,257155.8719,398932.8309,263528.0386,116576.3418,276730.432,651352.2622,90305.12961,113484.8743
24-11-2004,357439.3287,329322.0359,258647.376,401845.0405,265847.0853,116459.7655,277505.2772,653176.0485,90810.83833,113904.7683
26-11-2004,358547.3906,329816.019,259345.7239,404215.9263,265022.9594,116739.2689,277810.533,656441.9287,91183.16277,113927.5493
29-11-2004,357400.0389,329783.0374,259449.4622,402194.8466,265818.0282,116435.7468,274198.9961,657229.659,90316.92272,113722.4797
30-11-2004,355791.7388,328134.1222,258645.1689,402717.6999,264143.3747,115923.4295,270524.7296,657623.9968,89296.3415,113586.0127
01-12-2004,360239.1355,331776.411,262421.3883,396314.4885,270007.3576,117986.8666,275340.0698,668409.0304,88644.4782,115664.6367
02-12-2004,362076.3551,331676.878,261896.5456,385812.1546,270169.362,118718.3851,275119.7977,676830.9842,87616.20226,115479.5733
03-12-2004,362257.3933,332074.8903,262053.6835,388397.096,272384.7508,118172.2806,273964.2945,672837.6814,88168.18433,115364.0937
06-12-2004,360120.0746,328920.1788,260324.1292,387736.8209,274182.4901,118042.2911,272978.0231,669204.3579,88706.01025,115237.1932
07-12-2004,357347.1501,326058.5733,256705.6238,381184.0687,269521.3878,117511.1008,270712.3055,662244.6326,87783.46775,114073.2976
08-12-2004,359205.3553,327036.749,257347.3878,383738.0019,269521.3878,116947.0475,273392.3573,671714.7308,87660.57089,114712.108
09-12-2004,361827.5543,328377.5997,259457.6364,385771.8133,268955.3929,117894.3186,274868.676,674938.9615,87879.72232,115343.0246
10-12-2004,361827.5543,329264.2192,259768.9856,383572.914,268040.9445,118071.16,274318.9387,672036.724,88037.90582,115769.7938
13-12-2004,364143.2507,331404.4366,262106.9064,389671.7233,270667.7458,118933.0795,274922.4404,676337.759,89384.88578,116834.8759
14-12-2004,367456.9543,332498.0712,262709.7523,390217.2637,271885.7507,119159.0524,277286.7733,681613.1935,89653.04044,117232.1145
15-12-2004,368375.5967,334925.3072,263629.2365,392246.3935,272511.0879,119063.7251,277397.6881,683794.3558,90397.16067,117724.4894
16-12-2004,368080.8962,333853.5462,262653.8083,388598.5021,270658.0125,119087.5379,276204.878,693572.615,90342.92238,117077.0047
17-12-2004,365872.4108,332384.5906,262338.6237,388054.4642,268628.0774,119230.4429,273691.4136,683030.3113,90541.67681,116515.0351
20-12-2004,365104.0787,333581.1751,262863.301,393836.4757,267177.4858,119361.5964,273034.5542,674765.6445,91066.81853,116573.2926
21-12-2004,367696.3177,337183.8518,264834.7757,397302.2367,270116.4381,120244.8722,275928.7205,679961.34,91831.77981,117750.6828
22-12-2004,369976.0349,340926.5926,265602.7966,392772.9912,270926.7874,120617.6313,277501.5142,686420.9727,91914.42841,118374.7615
23-12-2004,369643.0564,340449.2953,266027.7611,396150.8389,271224.8069,120424.6431,276669.0097,689990.3618,91813.32254,118362.924
27-12-2004,369901.8066,338815.1387,264271.9778,388742.8182,270085.6627,120617.3225,276420.0075,688955.3762,91051.27196,117782.9457
28-12-2004,373489.8541,344236.1809,266544.7168,391464.0179,271976.2623,121184.2239,279598.8376,696878.3631,91570.26421,118701.6526
29-12-2004,372854.9214,344305.0282,265851.7006,393421.338,272221.041,120844.9081,280549.4737,698063.0563,91707.61961,118594.8211
30-12-2004,372892.2068,344821.4857,265745.3599,392044.3633,272466.0399,121110.7669,280773.9133,697434.7995,91936.88866,118725.2755
31-12-2004,372705.7607,344200.807,265213.8692,393377.3142,272275.3137,120844.3232,280015.8237,694854.2908,91532.36635,118630.2952
03-01-2005,369351.4089,339657.3564,262269.9952,380749.9024,269280.2852,120240.1016,279371.7873,687210.8936,90186.84056,117882.9244
04-01-2005,367800.133,334902.1534,258073.6753,378198.878,263463.8311,118689.0043,276159.0117,680613.669,89564.55136,116503.6942
05-01-2005,365924.3523,329711.17,255905.8564,376080.9643,261804.0089,118546.5775,275496.2301,677687.0302,88686.81876,116060.9801
06-01-2005,366656.201,330799.2169,257031.8422,382060.6517,260704.4321,118973.3452,275744.1767,682498.6081,89023.82867,116676.1033
07-01-2005,367902.8321,328847.5015,256800.5135,379271.6089,260860.8548,118818.6798,275302.986,682703.3577,88712.24527,116151.0608
10-01-2005,370662.1033,329932.6982,258341.3166,382040.2916,261486.9208,118996.9078,276128.895,688369.7956,89342.10221,116511.1291
11-01-2005,368697.5942,328382.0146,256842.937,381811.0675,258479.8212,118306.7258,275328.1212,681348.4237,88931.12854,115812.0624
12-01-2005,368771.3337,328841.7494,258794.9433,388149.1312,260159.9401,118496.0165,276897.4915,685095.84,89206.81504,115696.2503
13-01-2005,367148.7398,325651.9844,257216.2942,389934.6172,257480.2927,117417.7028,275180.727,673175.1724,89670.69048,114828.5284
14-01-2005,369425.062,326726.636,259839.9004,393600.0026,259153.9146,117946.0825,277519.7632,677079.5884,90316.31945,115437.1196
18-01-2005,374190.6453,328196.9058,260697.372,397772.1626,261486.2998,119066.5702,280378.2168,683308.7206,91047.88164,116810.8213
19-01-2005,373330.0068,325177.4943,259367.8154,395345.7524,256335.0197,117578.2381,277770.6994,678935.5448,90802.05235,115736.1618
20-01-2005,371948.6858,319584.4414,257863.4821,391866.7098,252900.1304,116825.7374,275909.6357,676627.1639,90529.6462,114891.2878
21-01-2005,370386.5013,315653.5528,255877.9333,391788.3365,251180.4096,116860.7851,273371.267,669657.9041,90312.37505,114443.2118
24-01-2005,368423.4529,313128.3243,253805.322,395627.8622,248040.6544,116802.3547,271375.6568,662626.4962,90881.34301,114328.7686
25-01-2005,368091.8718,315163.6584,255429.6761,396972.9969,249330.4658,116533.7093,272488.297,668656.3973,90272.43801,114660.322
26-01-2005,368018.2534,318378.3278,256655.7385,400823.635,252172.8332,116813.3902,274368.4662,674072.5141,91572.36112,115050.1671
27-01-2005,370005.552,318378.3278,258067.3451,403990.1417,252828.4825,115645.2563,275109.2611,672724.3691,92048.5374,114797.0567
28-01-2005,370190.5547,316531.7335,258299.6057,400798.6196,251943.5828,115483.3529,274118.8678,665593.4907,92122.17623,114647.8206
31-01-2005,373633.3269,320076.8889,260546.8123,405247.4842,255017.2945,115748.9647,277051.9396,666458.7623,93144.73238,116046.524
01-02-2005,374492.6835,321069.1272,262214.3119,414446.6021,255552.8309,115934.163,278270.9682,671457.203,93778.11656,117172.1753
02-02-2005,376365.147,323059.7558,264076.0335,419585.74,256038.3812,116548.6141,279884.9398,674545.9061,94247.00715,117113.5892
03-02-2005,374934.9594,320022.9941,263706.327,422564.7987,253529.2051,116595.2335,280836.5486,671847.7225,94454.35056,116762.2484
04-02-2005,381008.9057,322391.1643,265657.7539,425649.5218,257839.2016,118017.6954,282998.99,679170.8627,95540.57559,117999.9282
07-02-2005,380094.4844,324003.1201,265259.2672,423776.6639,257555.5785,117581.0299,282942.3902,681751.712,95158.41329,117881.9283
08-02-2005,381120.7395,322966.3101,265630.6302,427505.8985,258482.7785,117439.9326,282008.6803,682433.4637,95462.92021,117787.6228
09-02-2005,377843.1011,318767.7481,262602.441,426351.6326,254579.6886,116242.0453,278398.9692,673766.5587,95061.97595,116986.6669
10-02-2005,379278.9049,319724.0513,264624.4798,435646.0982,254681.5205,115963.0644,278705.2081,674238.1953,95299.63089,117325.9283
11-02-2005,380871.8763,321386.6164,267217.7997,437780.7641,257508.4853,116589.265,280377.4393,682868.4442,95366.34063,118135.4772
14-02-2005,380414.8301,321354.4777,267645.3482,441020.3417,258358.2633,116251.1561,280265.2884,682185.5757,96224.6377,118076.4094
15-02-2005,380376.7886,322896.9792,268769.4587,441549.5661,259624.2188,117111.4147,281750.6944,681639.8273,95993.69856,118371.6004
16-02-2005,380643.0523,322961.5586,269925.1673,453648.0242,258793.4213,117193.3926,281581.644,679390.4158,96732.85004,118040.16
17-02-2005,377369.5221,319958.0161,268278.6238,448521.8016,255429.1069,116091.7748,280004.7868,678439.2693,96326.57207,117143.0547
18-02-2005,377067.6265,320533.9406,268788.3532,458882.6552,254790.5341,115720.2811,279976.7863,688412.3265,95305.51041,116346.482
22-02-2005,371185.3715,315693.8781,264165.1935,454569.1582,251936.8801,114505.2181,274601.232,680357.9023,93008.64761,114566.3808
23-02-2005,372410.2832,317493.3332,266780.4289,461387.6956,251558.9748,115352.5567,275452.4958,683351.4771,93548.09776,115276.6924
24-02-2005,375091.6372,319239.5465,269955.116,472184.1677,254024.2527,115214.1337,277105.2108,688408.278,94371.32103,116002.9355
25-02-2005,377304.6779,322559.6378,273302.5595,485452.5428,255751.6177,115363.912,279128.0788,694603.9525,96013.38201,117012.1611
28-02-2005,376399.1467,319334.0414,271116.139,484141.8209,255112.2386,115225.4754,278848.9507,682656.7645,95350.88968,116228.1796
01-03-2005,379673.8193,321729.0467,272173.4919,474265.3278,257459.2712,116562.0909,281832.6345,688459.347,95627.40726,117088.2681
02-03-2005,379521.9497,317900.471,271738.0144,480098.7913,256789.8771,116841.8399,281719.9015,688597.0389,95713.47192,117006.3063
03-03-2005,379901.4717,318440.9018,272308.6642,486244.0558,255351.8538,116514.6827,283382.0489,686324.6687,95971.8983,116807.3956
04-03-2005,382408.8214,318058.7728,276338.8324,492516.6042,256552.0075,116957.4385,285280.7086,688864.0699,97440.26834,118220.7651
07-03-2005,381682.2446,319362.8137,275951.9581,489167.4913,259399.7348,117460.3555,285508.9332,691412.867,98171.07035,118516.317
08-03-2005,379430.3194,316488.5484,274903.3406,488873.9908,257117.0171,116450.1965,284109.9394,687195.2485,97670.39789,118101.5099
09-03-2005,376015.4465,312437.495,272951.5269,474647.7576,256294.2427,115798.0754,282263.2248,683072.077,95980.70001,116837.8237
10-03-2005,376993.0867,312874.9075,272733.1657,466199.0275,256806.8312,115635.958,282404.3564,683550.2275,96431.8093,117176.6534
11-03-2005,375786.7088,313688.3822,272133.1527,470161.7193,253725.1492,115208.105,281726.5859,677261.5654,95785.71618,116368.1345
14-03-2005,377252.277,315476.406,273412.1785,472747.6087,254435.5796,115887.8328,282543.593,686743.2273,97385.33764,117112.8906
15-03-2005,375743.2679,312700.2137,272400.5535,466176.417,252374.6514,115401.1039,281215.6382,678708.3315,96820.50268,116480.481
16-03-2005,372887.619,302850.1569,269240.707,467155.3874,249749.955,115077.9808,279219.0071,673685.8899,95939.43611,115408.8605
17-03-2005,373521.528,300336.5006,270263.8217,476358.3486,249550.1551,115331.1524,280140.4298,673416.4155,96553.4485,115270.3699
18-03-2005,372400.9634,298594.5489,270480.0328,483027.3655,247928.0791,115146.6225,278683.6996,673685.7821,96331.37556,115051.3562
21-03-2005,370241.0378,299968.0838,269235.8246,479211.4493,248448.728,114893.3,277346.0179,672809.9906,96138.71281,114361.0481
22-03-2005,368204.7121,297388.3583,267862.7219,471927.4352,246113.31,113537.559,276791.3258,671329.8086,94417.82985,112931.535
23-03-2005,368315.1735,293462.832,266951.9887,463527.1269,246999.3179,113900.8792,276348.4597,679117.2344,93728.5797,112649.2061
24-03-2005,367836.3638,295722.4958,267459.1975,460745.9641,247098.1176,113456.6658,277398.5838,679864.2633,94703.35693,112514.0271
